@relation 'matchadata-v2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,6-weka.filters.unsupervised.attribute.Remove-R3'

@attribute league {LCK,TCL,NAAc,EULCS,NALCS,LMS,CBLoL,LPL}
@attribute side {Blue,Red}
@attribute team {'Kingzone DragonX','KSV Esports','Kongdoo Monster',MVP,YouthCREW,'HWA Gaming','Afreeca Freecs','KT Rolster','SK Telecom T1','ROX Tigers','BBQ Olivers','Fenerbahce Esports','Dark Passage','Jin Air Green Wings','OpTic Academy','Team Liquid Academy','FlyQuest Academy','TSM Academy','CLG Academy','100 Thieves Academy','Golden Guardians Academy','Cloud9 Academy','Echo Fox Academy','Clutch Gaming Academy','G2 Esports',Misfits,H2K,Vitality,'Unicorns of Love','Giants Gaming',Roccat,'Schalke 04',Fnatic,Splyce,'Team Liquid','Team SoloMid','100 Thieves','OpTic Gaming','Clutch Gaming','Golden Guardians','Echo Fox',FlyQuest,'Counter Logic Gaming',Cloud9,'J Team','MAD Team','Hong Kong Attitude','AHQ e-Sports Club','INTZ e-Sports Club','Vivo Keyd','CNB e-Sports Club','KaBuM e-Sports','paiN Gaming','Team One e-Sports','Red Canids','ProGaming Esports',SuperMassive,'Royal Bandits e-sports',Galakticos,'Team AURORA','Team WE','Bilibili Gaming','Vici Gaming','Snake Esports','EDward Gaming','Funplus Phoenix',OMG,'Invictus Gaming','Royal Never Give Up','JD Gaming','LGD Gaming','Rogue Warriors','Topsports Gaming','Suning Gaming','Machi 17','Flash Wolves','Team Afro',G-Rex}
@attribute gamelength numeric
@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute teamdragkills numeric
@attribute elders numeric
@attribute herald numeric
@attribute teamtowerkills numeric
@attribute teambaronkills numeric
@attribute dmgtochamps numeric
@attribute wards numeric
@attribute totalgold numeric
@attribute earnedgpm numeric
@attribute cspm numeric
@attribute result {lose,win}

@data
CBLoL,Blue,'Red Canids',42.2,25,13,60,1,0,1,9,2,130418,161,86224,1398.56872,35.28436,win
CBLoL,Blue,'INTZ e-Sports Club',28.45,15,5,40,2,0,?,10,1,60425,100,57691,1367.367311,35.746924,win
CBLoL,Red,'INTZ e-Sports Club',43.016667,20,9,42,2,0,0,11,2,103403,187,83222,1290.611391,34.405269,win
NALCS,Red,'Team Liquid',42.7,8,7,11,5,0,1,10,2,69245,251,81204,1257.461358,39.555035,win
NALCS,Blue,'Echo Fox',34.65,11,6,21,3,0,1,11,2,72312,159,68158,1315.272727,36.854257,win
NALCS,Blue,Cloud9,32.966667,14,5,40,1,0,1,11,2,69017,124,66529,1364.268959,36.188069,win
NALCS,Blue,'Clutch Gaming',37.533333,10,2,30,2,0,?,10,2,58827,141,73007,1296.410302,38.712256,win
NALCS,Blue,'OpTic Gaming',37.9,15,6,30,5,1,1,10,2,74122,194,75456,1342.564644,36.253298,win
NALCS,Blue,'Clutch Gaming',40.716667,10,1,20,4,1,1,11,2,67050,151,81088,1345.67499,38.485469,win
NALCS,Blue,'Golden Guardians',48.616667,18,10,52,5,2,1,11,3,106490,229,97983,1375.075763,37.2506,win
NALCS,Blue,'Echo Fox',33.133333,16,6,27,3,0,1,9,0,71497,137,65822,1332.98994,38.239437,win
NALCS,Blue,'100 Thieves',52.883333,15,14,43,2,1,?,10,3,154153,263,94619,1151.145288,31.219666,win
NALCS,Blue,FlyQuest,49.516667,11,15,33,3,2,1,10,2,94672,242,96313,1305.233255,37.56311,win
TCL,Blue,'Royal Bandits e-sports',24.05,13,4,28,3,0,1,11,1,34603,104,50607,1434.943867,35.301455,win
TCL,Blue,SuperMassive,31.183333,15,5,39,3,0,1,11,2,63540,141,64036,1397.342598,32.93426,win
TCL,Red,'Dark Passage',42.533333,20,9,50,2,0,1,10,2,106644,192,82154,1287.122257,34.984326,win
TCL,Blue,YouthCREW,33.95,11,9,25,2,0,0,9,0,61618,180,63043,1204.34757,37.820324,win
TCL,Red,SuperMassive,44.316667,4,10,13,5,1,?,11,2,74180,253,82314,1214.310643,35.990974,win
TCL,Red,'HWA Gaming',39.416667,20,11,52,3,1,0,9,1,92918,162,74731,1248.964059,33.386892,win
TCL,Blue,YouthCREW,34.2,11,6,28,1,0,1,10,1,63251,122,65313,1257.444444,36.725146,win
TCL,Blue,'Team AURORA',31.283333,14,7,39,2,0,1,8,2,59449,120,62580,1344.377198,37.623868,win
TCL,Blue,YouthCREW,26.05,11,4,35,3,0,1,11,1,59555,82,53640,1394.21881,36.353167,win
TCL,Red,SuperMassive,43.766667,14,20,39,2,1,?,10,2,102757,208,80291,1191.038842,31.850724,win
TCL,Blue,'Royal Bandits e-sports',26.85,13,4,36,2,0,1,10,1,47834,133,53956,1346.212291,35.716946,win
TCL,Red,'Royal Bandits e-sports',25.35,14,2,40,3,0,1,10,1,49637,101,52841,1418.098619,35.779093,win
TCL,Blue,'Team AURORA',52.933333,18,17,52,1,0,1,8,1,155553,196,92569,1110.751889,30.264484,win
TCL,Red,SuperMassive,30.416667,14,3,46,0,0,0,10,1,64892,114,60665,1337.161644,33.665753,win
LCK,Blue,'SK Telecom T1',30.6,15,4,35,3,0,0,10,1,77120,116,62331,1379.928105,37.287582,win
LCK,Blue,'Kongdoo Monster',45.266667,24,15,61,2,1,?,11,3,136839,246,87972,1300.974963,30.773196,win
LCK,Blue,'SK Telecom T1',27.4,8,3,21,2,0,?,11,1,56598,135,55910,1378.218978,34.525547,win
LCK,Red,'KT Rolster',44.6,8,2,20,3,0,1,11,2,86813,234,83205,1222.686099,37.556054,win
LCK,Blue,'KT Rolster',47.516667,14,4,43,4,1,0,11,1,137677,266,91545,1285.586812,38.26026,win
LCK,Red,'Jin Air Green Wings',32.833333,13,2,34,3,0,?,11,2,70541,154,68396,1429.15736,40.385787,win
LCK,Blue,'Jin Air Green Wings',36.966667,13,4,31,3,0,1,11,2,74502,191,73921,1350.38954,38.494139,win
LCK,Red,'ROX Tigers',34.35,13,3,36,2,0,0,11,2,72414,178,71307,1423.778748,37.874818,win
LCK,Blue,'ROX Tigers',36.483333,14,7,39,4,0,1,11,1,90368,205,74543,1393.436272,37.414344,win
NALCS,Blue,'100 Thieves',28.183333,16,2,45,3,0,0,11,1,61537,136,58671,1420.868125,33.672383,win
NALCS,Red,'Clutch Gaming',47.9,11,5,28,5,1,0,9,2,107031,275,87673,1189.565762,35.574113,win
NALCS,Blue,'Team SoloMid',37.2,18,7,44,3,0,1,9,1,89495,176,74335,1349.209677,37.849462,win
NALCS,Red,'OpTic Gaming',34,12,2,32,1,0,0,9,2,51417,144,65896,1285.588235,36.735294,win
NALCS,Blue,'Team Liquid',30.016667,11,7,30,2,0,1,7,1,72813,145,57184,1247.167129,37.679067,win
NALCS,Red,'Team SoloMid',34.483333,14,2,34,4,0,0,9,2,60317,168,72232,1442.731754,41.759304,win
NALCS,Red,'100 Thieves',36.9,13,6,31,4,0,0,11,3,54261,178,69610,1237.105691,32.845528,win
NALCS,Blue,'Echo Fox',22.75,11,4,33,1,0,0,7,1,41043,69,45786,1340,37.142857,win
NALCS,Red,'Golden Guardians',31.55,15,8,36,0,0,1,7,2,90643,141,59400,1227.049128,33.248811,win
NALCS,Blue,Cloud9,24.766667,12,4,26,2,0,1,9,1,34012,116,52013,1432.48183,38.640646,win
EULCS,Red,'Unicorns of Love',45.616667,17,17,43,4,0,1,9,3,101332,266,88283,1293.11509,35.92985,win
EULCS,Red,'G2 Esports',40.5,10,3,25,3,0,1,11,2,73445,159,80687,1346.246914,40.790123,win
EULCS,Blue,Fnatic,38.5,18,7,50,2,0,0,10,1,76618,183,75845,1322.207792,36,win
EULCS,Red,'Giants Gaming',29.233333,16,8,38,2,0,?,9,1,61266,99,61634,1449.208666,36.3626,win
EULCS,Blue,'Schalke 04',37.633333,8,5,27,1,0,0,9,1,66703,182,66146,1109.027458,34.065545,win
EULCS,Blue,'Unicorns of Love',49.233333,15,12,37,3,1,0,9,2,127077,241,89382,1175.488152,33.615437,win
EULCS,Blue,H2K,51.5,13,18,30,0,0,1,7,2,143313,195,94059,1187.631068,36.07767,win
EULCS,Blue,Splyce,34.45,7,6,14,4,0,1,8,1,52730,188,63174,1181.788099,38.955007,win
EULCS,Red,Fnatic,41.05,10,6,22,3,1,0,6,1,74248,202,73778,1151.702801,36.83313,win
EULCS,Blue,Misfits,36.416667,22,8,71,0,0,1,8,1,95551,210,70121,1275.679634,34.379863,win
NAAc,Blue,'FlyQuest Academy',29.033333,13,6,35,2,0,?,11,1,61833,142,57225,1311.547646,33.47876,win
NAAc,Blue,'OpTic Academy',31,14,5,28,4,0,1,11,2,59955,151,63534,1393.032258,36.354839,win
NAAc,Red,'Cloud9 Academy',30.4,14,7,33,3,0,0,11,2,77045,141,65299,1490.664474,38.256579,win
NAAc,Red,'Team Liquid Academy',31.833333,16,9,35,3,0,1,11,2,65633,131,65016,1387.099476,37.005236,win
NAAc,Blue,'CLG Academy',34.483333,14,3,43,3,0,1,11,1,67203,166,68018,1320.527791,37.699372,win
NAAc,Red,'Clutch Gaming Academy',34.3,18,7,51,2,0,0,7,1,77178,163,62203,1161.323615,31.049563,win
NAAc,Red,'Echo Fox Academy',27.216667,7,1,20,1,0,0,9,1,27927,109,52301,1259.022658,37.440294,win
NAAc,Blue,'Team Liquid Academy',34.083333,19,8,43,2,0,0,8,1,74598,149,66568,1300.665037,37.99511,win
NAAc,Red,'Cloud9 Academy',38,9,10,22,2,1,0,7,1,85718,180,67595,1130.552632,35.473684,win
NAAc,Red,'OpTic Academy',32.666667,9,5,21,3,0,1,11,1,58867,137,64938,1333.714286,38.969388,win
LCK,Blue,'BBQ Olivers',57.3,12,3,24,5,2,1,11,3,96959,304,106869,1229.029668,33.123909,win
LCK,Blue,'Kingzone DragonX',29.133333,6,0,10,3,0,0,10,1,46198,162,61099,1437.919908,42.562929,win
LCK,Blue,'BBQ Olivers',62.216667,8,9,20,4,2,1,11,4,138476,358,112276,1170.448433,32.467185,win
LCK,Red,'KSV Esports',34.15,13,10,27,2,0,0,9,1,77518,176,66947,1308.029283,38.301611,win
LCK,Blue,'KSV Esports',37.183333,13,9,31,2,1,1,9,1,79195,191,75171,1372.571941,40.394442,win
LCK,Red,'SK Telecom T1',33.016667,16,5,45,2,0,1,8,2,65526,149,67233,1382.598688,38.465421,win
LCK,Blue,'SK Telecom T1',28.233333,10,2,22,2,0,1,10,1,54669,106,55061,1289.404959,35.773318,win
LCK,Red,'Afreeca Freecs',44.7,9,9,28,1,0,0,5,1,83303,269,78424,1111.624161,37.583893,win
LCK,Red,'Kingzone DragonX',43.933333,13,5,33,5,1,0,9,2,72600,208,90071,1406.808801,40.22003,win
LCK,Blue,'Kingzone DragonX',34.1,11,5,31,3,0,1,11,2,96244,226,69295,1379.70088,39.706745,win
LCK,Red,'KT Rolster',41.95,16,6,54,4,1,0,11,2,84225,240,84058,1358.917759,36.400477,win
LCK,Red,'Jin Air Green Wings',42.316667,11,9,30,4,1,?,9,2,96953,223,83968,1339.713273,38.259157,win
LCK,Red,'KT Rolster',32.266667,11,1,25,3,0,0,9,2,59059,183,63255,1305.67562,37.221074,win
LCK,Blue,MVP,35.1,7,0,12,4,0,1,11,2,53188,143,72789,1422.501425,40.37037,win
LCK,Red,MVP,39.466667,9,7,29,5,1,0,10,2,90456,157,78738,1348.135135,37.069257,win
LMS,Red,'Team Afro',36.733333,16,11,39,2,0,?,10,1,78636,193,70070,1258.018149,36.397459,win
LMS,Blue,'Team Afro',33.6,16,10,42,3,0,1,10,1,90976,165,68412,1383.059524,35.505952,win
LMS,Blue,'J Team',34.416667,8,6,22,1,0,0,7,2,39102,176,63691,1198.547215,37.104116,win
LMS,Red,'J Team',32.616667,8,4,22,2,0,0,10,1,62819,115,61762,1239.323454,35.809913,win
LMS,Red,'AHQ e-Sports Club',41.683333,15,9,36,2,0,0,9,2,87270,302,82084,1324.169532,37.544982,win
LMS,Red,'AHQ e-Sports Club',42.016667,21,7,71,3,0,?,10,1,120983,180,81974,1306.191194,36.10472,win
LMS,Red,'Flash Wolves',37,19,6,49,3,0,1,9,2,108384,193,77444,1443.837838,37.513514,win
LMS,Blue,'Flash Wolves',32.65,14,6,34,0,0,1,9,1,61955,172,65396,1348.735069,38.56049,win
LMS,Red,'Flash Wolves',32.3,9,2,25,2,0,0,10,1,54993,174,63644,1315.739938,40.216718,win
LMS,Blue,'Flash Wolves',35.45,17,10,42,1,0,?,11,1,84647,151,73347,1418.155148,36.473907,win
LMS,Blue,'Team Afro',43.85,20,18,54,4,1,1,10,3,100485,195,90010,1409.254276,35.210946,win
LMS,Blue,'Hong Kong Attitude',38.533333,18,12,44,3,1,1,11,2,99390,199,79220,1408.121107,37.16263,win
LMS,Red,'Hong Kong Attitude',30.833333,17,4,49,2,0,1,9,1,77416,155,61145,1326.389189,34.8,win
TCL,Blue,'Royal Bandits e-sports',28.9,16,2,30,2,0,1,10,1,59533,106,56179,1284.228374,32.941176,win
TCL,Blue,'HWA Gaming',41.916667,17,10,47,1,0,0,11,2,115105,218,79117,1242.60835,32.469185,win
TCL,Red,'Fenerbahce Esports',28.516667,11,0,26,3,0,0,11,1,59178,113,57876,1369.227352,37.311514,win
TCL,Red,SuperMassive,23.883333,14,2,21,3,0,1,9,1,38437,98,50451,1442.696441,35.422191,win
TCL,Red,YouthCREW,32.65,20,11,50,3,0,1,9,2,89685,139,66453,1381.108729,33.905054,win
TCL,Red,'Fenerbahce Esports',41.933333,19,16,54,2,0,1,10,1,81871,218,79748,1256.918919,33.577107,win
TCL,Blue,'Royal Bandits e-sports',26.166667,9,3,24,3,0,1,11,1,44353,111,52209,1330.585987,34.280255,win
TCL,Blue,SuperMassive,32.15,17,9,37,3,0,1,10,1,69604,124,64862,1362.618974,36.734059,win
TCL,Blue,'Royal Bandits e-sports',24.416667,12,1,27,2,0,?,9,1,47028,111,49001,1338.430034,34.68942,win
TCL,Red,'Dark Passage',27.55,21,6,44,2,0,1,11,1,71001,139,58412,1458.199637,33.502722,win
TCL,Blue,SuperMassive,24.583333,32,15,67,1,0,0,10,1,69224,107,57183,1658.033898,30.345763,win
TCL,Blue,'Fenerbahce Esports',31.733333,12,4,35,3,0,1,7,1,63090,138,60067,1237.443277,37.783613,win
CBLoL,Blue,'KaBuM e-Sports',29.416667,11,2,20,1,0,1,9,1,45145,141,58832,1341.110482,39.501416,win
CBLoL,Red,'KaBuM e-Sports',27,20,10,55,1,0,1,9,1,61917,104,54080,1339.925926,31.185185,win
CBLoL,Red,'Red Canids',37.533333,17,3,54,0,0,?,7,1,82688,120,68937,1187.973357,34.502664,win
CBLoL,Blue,'Red Canids',38.866667,16,2,39,3,1,0,8,2,54602,195,75809,1303.034305,38.799314,win
CBLoL,Blue,'INTZ e-Sports Club',38.8,14,7,34,2,0,1,10,2,72628,164,72086,1210.371134,33.634021,win
CBLoL,Blue,'paiN Gaming',36.016667,10,1,29,3,0,1,11,2,56888,166,68222,1243.918556,33.928737,win
CBLoL,Blue,'INTZ e-Sports Club',33.233333,12,8,33,0,0,1,9,0,76815,172,58559,1108.591775,32.076229,win
CBLoL,Blue,'ProGaming Esports',40.2,12,9,29,3,1,1,11,3,83500,233,77364,1278.199005,32.910448,win
CBLoL,Blue,'CNB e-Sports Club',44.583333,13,9,30,3,1,1,11,2,82436,241,85370,1271.93271,36.201869,win
LCK,Blue,'Afreeca Freecs',39.733333,10,5,35,2,0,1,8,2,73647,256,75254,1247.295302,38.783557,win
LCK,Red,'Afreeca Freecs',32.166667,10,1,24,4,0,1,10,2,39302,196,69122,1494.031088,41.968912,win
LCK,Red,'ROX Tigers',30.65,9,3,14,4,0,1,10,1,42231,172,60916,1330.512235,39.151713,win
LCK,Blue,'ROX Tigers',29.466667,15,5,35,1,0,?,11,1,63426,154,60801,1404.617647,38.00905,win
LCK,Red,'BBQ Olivers',50.983333,18,11,46,1,0,1,10,2,93615,244,92331,1171.975155,34.442628,win
LCK,Blue,'BBQ Olivers',60.316667,21,9,61,4,2,0,10,3,142228,270,109962,1188.232108,30.754352,win
LCK,Blue,'Kingzone DragonX',39.016667,14,8,43,1,0,1,9,2,92338,253,77424,1337.064502,38.85519,win
LCK,Red,'Kingzone DragonX',25.533333,25,3,57,2,0,1,9,1,73669,109,56475,1545.845953,35.913838,win
LCK,Blue,'Afreeca Freecs',35.983333,13,0,44,2,0,0,8,2,62579,218,70049,1296.411302,37.98981,win
LCK,Blue,'SK Telecom T1',44.05,13,4,40,3,0,1,9,1,86544,254,84236,1268.998865,40.93076,win
LCK,Blue,'Afreeca Freecs',39,13,5,42,5,0,?,11,2,71929,169,77306,1334.871795,36.487179,win
LCK,Blue,'KT Rolster',26.333333,10,2,23,2,0,1,9,1,42453,110,55370,1438.329114,41.544304,win
LCK,Red,'KT Rolster',31.7,17,5,47,4,0,1,10,1,60573,172,65617,1414.466877,38.328076,win
EULCS,Blue,Roccat,32.983333,11,4,23,2,0,0,11,1,76149,144,64274,1294.902476,37.018696,win
EULCS,Blue,'Unicorns of Love',46.783333,18,16,56,3,1,?,10,2,124510,202,85342,1182.741717,31.592447,win
EULCS,Blue,Splyce,30.65,11,1,30,3,0,1,10,2,39718,138,57716,1226.107667,30.375204,win
EULCS,Red,Vitality,41.183333,8,6,22,3,1,0,11,3,80494,144,78160,1252.394982,35.014164,win
EULCS,Blue,Misfits,54.283333,22,11,61,4,1,1,10,3,159664,239,101315,1229.025484,31.575069,win
EULCS,Red,Splyce,46.55,9,7,29,4,1,0,10,2,100081,178,83819,1159.020408,33.383459,win
EULCS,Blue,'Unicorns of Love',34,17,4,46,2,0,1,9,2,86506,122,64758,1252.117647,33.558824,win
EULCS,Blue,H2K,37.3,9,4,30,0,0,0,9,2,91647,141,69445,1212.852547,35.898123,win
EULCS,Blue,Fnatic,46.4,13,19,36,2,1,0,11,2,112367,183,86339,1219.056034,33.383621,win
EULCS,Blue,'G2 Esports',47.266667,9,10,26,0,0,1,7,1,125052,216,80746,1067.153738,34.950635,win
NAAc,Blue,'CLG Academy',32.65,17,7,33,2,0,1,7,1,62106,127,61331,1224.232772,35.130168,win
NAAc,Blue,'100 Thieves Academy',38.1,11,8,31,2,0,0,9,1,64913,144,68662,1153.984252,35.275591,win
NAAc,Blue,'Cloud9 Academy',28.583333,13,4,38,0,0,1,10,1,76840,108,56313,1309.924198,34.3207,win
NAAc,Red,'Echo Fox Academy',28.6,6,3,15,3,0,1,7,1,46129,93,52929,1190.482517,39.230769,win
NAAc,Blue,'FlyQuest Academy',30.716667,8,9,18,2,0,1,9,2,41117,100,58420,1245.037439,34.89962,win
NAAc,Blue,'Clutch Gaming Academy',33.05,10,3,24,1,0,0,9,1,62639,123,60109,1165.034796,33.948563,win
NAAc,Red,'CLG Academy',35.683333,16,7,34,2,0,0,7,1,71083,169,63892,1139.910322,31.807567,win
NAAc,Blue,'Team Liquid Academy',24.133333,21,2,42,3,0,1,9,1,56459,64,50948,1442.005525,31.616022,win
NAAc,Red,'FlyQuest Academy',41.75,23,8,63,4,1,1,11,1,90874,181,82720,1336.311377,35.353293,win
NAAc,Red,'Echo Fox Academy',30.283333,6,9,20,0,0,0,6,1,40618,94,53244,1100.691249,35.299945,win
LMS,Red,'J Team',33.15,17,5,44,3,0,1,11,2,69560,121,65175,1312.494721,32.639517,win
LMS,Blue,G-Rex,52.066667,14,9,32,4,1,?,11,2,122517,262,93104,1149.702945,33.860435,win
LMS,Blue,G-Rex,34.516667,20,10,52,2,0,1,9,1,72727,195,69004,1347.227426,37.199421,win
LMS,Red,'Machi 17',45.883333,10,5,30,2,1,?,11,3,101705,258,87033,1254.799855,35.982564,win
LMS,Red,'Team Afro',41,9,7,23,2,0,?,10,3,99191,189,77117,1235.292683,35.073171,win
LMS,Red,'Team Afro',37.083333,23,6,55,1,0,?,10,2,122101,190,78577,1469.770787,36.080899,win
LMS,Blue,'Flash Wolves',36.283333,13,0,36,3,0,?,11,1,82507,156,74035,1390.489665,38.006431,win
LMS,Red,'Flash Wolves',32.15,16,3,35,2,0,1,9,1,73520,146,65532,1383.458787,37.542768,win
LMS,Blue,'Flash Wolves',27.666667,13,1,26,2,0,1,8,1,73519,120,55862,1357.301205,37.807229,win
LMS,Red,'Flash Wolves',29.866667,25,7,65,1,0,1,8,1,79028,156,60083,1353.569196,32.611607,win
LMS,Red,'J Team',35.383333,16,11,44,1,0,?,7,1,91973,171,70323,1336.516251,35.214319,win
LMS,Red,'Hong Kong Attitude',37.15,11,0,32,4,0,0,9,1,70454,207,68463,1193.787349,35.827725,win
LMS,Blue,'J Team',35.7,16,9,47,2,0,0,9,1,86069,189,67046,1227.439776,33.445378,win
LMS,Red,G-Rex,33.916667,11,3,33,3,0,1,11,2,56454,144,70724,1432.599509,40.157248,win
LMS,Red,G-Rex,45.066667,16,10,41,1,0,?,8,1,82396,204,82622,1190.751479,36.545858,win
NALCS,Blue,'Team Liquid',31.166667,13,1,23,4,0,0,10,1,71631,140,61761,1325.42246,35.775401,win
NALCS,Blue,'Team SoloMid',32.583333,11,4,36,3,0,1,11,2,63678,126,65421,1353.514066,36.491049,win
NALCS,Blue,'Counter Logic Gaming',44.716667,18,15,52,3,1,?,9,1,100372,171,81639,1182.878867,31.710772,win
NALCS,Blue,'Golden Guardians',37.1,24,12,58,2,0,0,10,1,100426,158,72958,1317.380054,31.563342,win
NALCS,Blue,'Clutch Gaming',26.433333,10,1,19,3,0,1,9,1,27729,104,52996,1340.761665,36.733922,win
LCK,Red,'Kingzone DragonX',29.633333,9,6,17,2,0,1,9,1,48274,156,60257,1374.917885,40.494938,win
LCK,Blue,'Kingzone DragonX',45.3,8,8,12,5,1,1,11,2,113100,250,91394,1375.108168,40.596026,win
LCK,Blue,'ROX Tigers',29.65,7,2,22,3,0,1,9,1,56420,150,57180,1270.023609,39.460371,win
LCK,Red,'ROX Tigers',39.933333,12,8,36,4,1,0,9,2,76676,209,77534,1295.078464,34.933222,win
LCK,Blue,'SK Telecom T1',37.2,11,13,33,3,0,1,11,1,68030,179,71048,1260.849462,36.478495,win
LCK,Blue,'Jin Air Green Wings',50.383333,14,6,31,1,0,1,9,2,101195,291,93202,1210.507443,36.897122,win
LCK,Blue,'SK Telecom T1',38.683333,13,1,39,4,0,1,11,2,67398,159,78094,1371.179664,39.06075,win
LCK,Red,MVP,41.216667,15,11,49,3,0,?,9,2,105539,223,84656,1408.493328,40.566114,win
LCK,Red,'KSV Esports',39.95,13,9,37,3,0,?,10,2,84082,187,81645,1397.186483,40.250313,win
LCK,Red,MVP,27.616667,18,1,45,3,0,1,10,1,60242,140,57783,1430.426071,36.716958,win
NALCS,Blue,'Counter Logic Gaming',29.1,15,3,46,3,0,1,10,1,54593,152,58752,1359.61512,35.292096,win
NALCS,Red,'Echo Fox',37.683333,16,11,38,4,0,0,8,2,79791,158,69230,1188.583812,33.250774,win
NALCS,Blue,'100 Thieves',46.383333,14,8,48,2,0,0,10,3,121629,197,85688,1205.678764,32.511678,win
NALCS,Blue,Cloud9,38.116667,17,10,53,1,0,1,10,1,72640,130,72461,1252.879755,34.63052,win
NALCS,Red,'Clutch Gaming',43.45,6,3,20,4,1,1,11,3,95934,125,81588,1234.029919,36.432681,win
LMS,Blue,'AHQ e-Sports Club',32.05,10,2,23,2,0,?,11,1,56103,129,63665,1331.432137,39.00156,win
LMS,Blue,'AHQ e-Sports Club',41.716667,19,10,50,2,1,?,11,1,113321,245,85264,1398.850979,36.532161,win
CBLoL,Blue,'Red Canids',64.95,15,19,44,5,3,?,11,4,204076,181,120203,1217.484219,32.240185,win
CBLoL,Blue,'INTZ e-Sports Club',38.583333,15,11,49,1,0,1,10,2,99099,152,70971,1191.706263,31.12743,win
CBLoL,Red,'Red Canids',35.483333,15,6,43,2,0,1,11,2,75854,122,71562,1365.942696,35.706905,win
CBLoL,Blue,'paiN Gaming',46.516667,13,6,44,2,0,1,10,2,126259,172,86596,1219.988535,36.438552,win
CBLoL,Blue,'ProGaming Esports',42.933333,15,8,52,3,1,1,9,1,111048,188,76401,1135.430124,33.330745,win
CBLoL,Red,'ProGaming Esports',48.933333,8,2,20,6,2,1,10,2,75395,250,84915,1095.159401,32.370572,win
CBLoL,Blue,'CNB e-Sports Club',32.966667,19,11,43,3,0,1,11,2,76965,135,65522,1333.722952,29.757331,win
CBLoL,Red,'CNB e-Sports Club',29.033333,12,6,31,3,0,0,11,2,52937,112,55449,1250.376579,30.895522,win
CBLoL,Blue,'Vivo Keyd',26.466667,17,10,42,2,0,1,9,1,61133,99,53854,1370.720403,32.040302,win
CBLoL,Red,'Vivo Keyd',26.466667,16,8,46,1,0,1,8,1,49315,124,53067,1340.984887,33.702771,win
TCL,Blue,'Fenerbahce Esports',29.05,11,3,24,2,0,1,9,1,60468,93,56736,1293.611015,37.900172,win
TCL,Blue,'Royal Bandits e-sports',19.933333,15,2,30,2,0,1,11,0,42090,61,42439,1447.916388,33.26087,win
TCL,Blue,'HWA Gaming',32,10,5,24,2,0,1,9,1,68061,106,57885,1153.84375,32.96875,win
TCL,Blue,'Team AURORA',42.283333,13,13,33,1,0,?,9,1,104466,169,72817,1077.530942,30.697674,win
TCL,Blue,'Team AURORA',34.433333,9,4,30,3,0,0,11,1,66419,130,64181,1211.901258,34.240077,win
TCL,Red,'HWA Gaming',27.316667,19,8,48,2,0,?,7,1,54135,107,52076,1243.936547,31.66565,win
TCL,Red,SuperMassive,34.6,13,11,33,2,0,?,6,1,79567,142,62787,1162.82659,33.728324,win
TCL,Red,YouthCREW,30.1,13,4,34,3,0,1,8,1,37025,113,57914,1266.272425,36.046512,win
LPL,Red,'Rogue Warriors',38.783333,13,8,42,1,?,?,7,?,?,?,71727,?,?,win
LPL,Blue,'Bilibili Gaming',29.366667,16,3,50,3,?,?,10,?,?,?,62298,?,?,win
LPL,Blue,'Rogue Warriors',34.183333,13,1,33,3,?,?,9,?,?,?,68625,?,?,win
LPL,Blue,'Rogue Warriors',36.783333,8,0,16,4,?,?,11,?,?,?,76525,?,?,win
LPL,Red,'Rogue Warriors',32.2,9,0,22,4,?,?,11,?,?,?,65271,?,?,win
LPL,Red,'Funplus Phoenix',41.066667,19,12,46,5,?,?,11,?,?,?,81804,?,?,win
LPL,Blue,'Funplus Phoenix',28.9,13,1,38,3,?,?,9,?,?,?,58033,?,?,win
LPL,Red,'Invictus Gaming',27.383333,14,3,42,1,?,?,7,?,?,?,55385,?,?,win
LPL,Red,'Invictus Gaming',38.466667,12,10,31,2,?,?,11,?,?,?,79543,?,?,win
LPL,Blue,'Funplus Phoenix',25.85,20,3,60,2,?,?,10,?,?,?,55472,?,?,win
LPL,Red,'Funplus Phoenix',31.833333,26,12,57,3,?,?,10,?,?,?,65400,?,?,win
LPL,Blue,'Vici Gaming',38.383333,11,1,21,3,?,?,11,?,?,?,74520,?,?,win
LPL,Red,'Vici Gaming',42.466667,19,12,52,3,?,?,11,?,?,?,83687,?,?,win
LPL,Blue,'EDward Gaming',25.1,10,3,29,1,?,?,8,?,?,?,48071,?,?,win
LPL,Red,'EDward Gaming',54.6,9,12,26,4,?,?,11,?,?,?,103504,?,?,win
LPL,Red,'Suning Gaming',26.266667,12,1,29,2,?,?,11,?,?,?,54906,?,?,win
LPL,Blue,'Suning Gaming',29.583333,19,5,47,3,?,?,11,?,?,?,59560,?,?,win
LPL,Blue,'Snake Esports',67.9,14,8,48,0,?,?,9,?,?,?,120813,?,?,win
LPL,Blue,'Suning Gaming',31.816667,19,2,45,2,?,?,11,?,?,?,64967,?,?,win
LPL,Blue,'Suning Gaming',31.816667,19,2,45,2,?,?,11,?,?,?,64967,?,?,win
LPL,Blue,'Team WE',44.75,11,5,23,1,?,?,7,?,?,?,83808,?,?,win
